location_id,event_id,name,province,latitude,longitude,location_type,altitude_m
E2024_ALTAY_FUYUN,E2024_ALTAY_SNOW,富蕴,新疆,46.9944,89.5255,city_representative,
E20230801_TURPAN,E20230801_XJ_HEAT,吐鲁番,新疆,42.9513,89.1895,city_representative,
E20230801_HAMI,E20230801_XJ_HEAT,哈密,新疆,42.8193,93.5151,city_representative,
E20230801_KORLA,E20230801_XJ_HEAT,库尔勒,新疆,41.7259,86.1746,city_representative,
E202306_TURPAN,E202306_XJ_HEAT,吐鲁番,新疆,42.9513,89.1895,city_representative,
E202306_HAMI,E202306_XJ_HEAT,哈密,新疆,42.8193,93.5151,city_representative,
E202306_HOTAN,E202306_XJ_HEAT,和田,新疆,37.1121,79.9225,city_representative,
E20230418_MINQIN,E20230418_SANDSTORM,民勤,甘肃,38.6244,103.0936,city_representative,
E20230418_HAMI,E20230418_SANDSTORM,哈密,新疆,42.8193,93.5151,city_representative,
E20230418_ALXA,E20230418_SANDSTORM,阿拉善左旗,内蒙古,38.8330,105.6660,city_representative,
E20230418_YINCHUAN,E20230418_SANDSTORM,银川,宁夏,38.4872,106.2309,city_representative,
E20230319_JIUQUAN,E20230319_SANDSTORM,酒泉,甘肃,39.7328,98.4944,city_representative,
E20230319_ALXA,E20230319_SANDSTORM,阿拉善左旗,内蒙古,38.8330,105.6660,city_representative,
E20230319_HOTAN,E20230319_SANDSTORM,和田,新疆,37.1121,79.9225,city_representative,
E20230319_YULIN,E20230319_SANDSTORM,榆林,陕西,38.2852,109.7346,city_representative,
E20221126_URUMQI,E20221126_COLDWAVE,乌鲁木齐,新疆,43.8256,87.6168,city_representative,
E20221126_LANZHOU,E20221126_COLDWAVE,兰州,甘肃,36.0611,103.8343,city_representative,
E20221126_XINING,E20221126_COLDWAVE,西宁,青海,36.6171,101.7782,city_representative,
E20221126_CHONGQING,E20221126_COLDWAVE,重庆,重庆,29.5630,106.5516,city_representative,
E20221105_CHENGDU,E20221105_CHENGDU_STAGNATION,成都,四川,30.5728,104.0668,city_representative,
E20220813_CHONGQING,E20220813_CQSC_HEAT,重庆,重庆,29.5630,106.5516,city_representative,
E20220813_BEIBEI,E20220813_CQSC_HEAT,重庆北碚,重庆,29.8056,106.3956,city_representative,
E20220813_LUZHOU,E20220813_CQSC_HEAT,泸州,四川,28.8718,105.4426,city_representative,
E20220613_CHONGQING,E20220613_CQSC_HEAT,重庆,重庆,29.5630,106.5516,city_representative,
E20220613_CHENGDU,E20220613_CQSC_HEAT,成都,四川,30.5728,104.0668,city_representative,
E20220613_LUZHOU,E20220613_CQSC_HEAT,泸州,四川,28.8718,105.4426,city_representative,
E20220613_DAZHOU,E20220613_CQSC_HEAT,达州,四川,31.2095,107.4680,city_representative,
E20211104_URUMQI,E20211104_COLDWAVE,乌鲁木齐,新疆,43.8256,87.6168,city_representative,
E20211104_ALXA,E20211104_COLDWAVE,阿拉善左旗,内蒙古,38.8330,105.6660,city_representative,
E20211104_LANZHOU,E20211104_COLDWAVE,兰州,甘肃,36.0611,103.8343,city_representative,
E20210313_HAMI,E20210313_SANDSTORM,哈密,新疆,42.8193,93.5151,city_representative,
E20210313_HOTAN,E20210313_SANDSTORM,和田,新疆,37.1121,79.9225,city_representative,
E20210313_JIUQUAN,E20210313_SANDSTORM,酒泉,甘肃,39.7328,98.4944,city_representative,
E20210313_ALXA,E20210313_SANDSTORM,阿拉善左旗,内蒙古,38.8330,105.6660,city_representative,
E20210313_XINING,E20210313_SANDSTORM,西宁,青海,36.6171,101.7782,city_representative,
E202006_TURPAN,E202006_XJ_HEAT_WIND,吐鲁番,新疆,42.9513,89.1895,city_representative,
E202006_HAMI,E202006_XJ_HEAT_WIND,哈密,新疆,42.8193,93.5151,city_representative,
E202006_HOTAN,E202006_XJ_HEAT_WIND,和田,新疆,37.1121,79.9225,city_representative,
E202001_TURPAN,E202001_XJ_SNOW,吐鲁番,新疆,42.9513,89.1895,city_representative,
E202001_URUMQI,E202001_XJ_SNOW,乌鲁木齐,新疆,43.8256,87.6168,city_representative,
E20180403_LANZHOU,E20180403_COLDWAVE,兰州,甘肃,36.0611,103.8343,city_representative,
E20180403_YINCHUAN,E20180403_COLDWAVE,银川,宁夏,38.4872,106.2309,city_representative,
E20180403_YULIN,E20180403_COLDWAVE,榆林,陕西,38.2852,109.7346,city_representative,
E20180401_HOTAN,E20180401_SANDSTORM,和田,新疆,37.1121,79.9225,city_representative,
E20180401_JIUQUAN,E20180401_SANDSTORM,酒泉,甘肃,39.7328,98.4944,city_representative,
E20180401_ALXA,E20180401_SANDSTORM,阿拉善左旗,内蒙古,38.8330,105.6660,city_representative,
E201706_TURPAN,E201706_HEAT,吐鲁番,新疆,42.9513,89.1895,city_representative,
E201706_HAMI,E201706_HEAT,哈密,新疆,42.8193,93.5151,city_representative,
E201706_ALXA,E201706_HEAT,阿拉善左旗,内蒙古,38.8330,105.6660,city_representative,
E201706_KANGDING,E201706_HEAT,康定,四川,30.0495,101.9625,city_representative,
E20160121_LANZHOU,E20160121_COLDWAVE,兰州,甘肃,36.0611,103.8343,city_representative,
E20160121_CHONGQING,E20160121_COLDWAVE,重庆,重庆,29.5630,106.5516,city_representative,
E20160121_CHENGDU,E20160121_COLDWAVE,成都,四川,30.5728,104.0668,city_representative,
E201506_TURPAN,E201506_XJ_HEAT,吐鲁番,新疆,42.9513,89.1895,city_representative,
E201506_HAMI,E201506_XJ_HEAT,哈密,新疆,42.8193,93.5151,city_representative,
E201506_HOTAN,E201506_XJ_HEAT,和田,新疆,37.1121,79.9225,city_representative,
E201212_URUMQI,E201212_XJ_SNOW_WIND,乌鲁木齐,新疆,43.8256,87.6168,city_representative,
E201212_TACHENG,E201212_XJ_SNOW_WIND,塔城,新疆,46.7453,82.9803,city_representative,
E201212_ALTAY,E201212_XJ_SNOW_WIND,阿勒泰,新疆,47.8486,88.1396,city_representative,
E20120421_URUMQI,E20120421_XJ_COLDWAVE,乌鲁木齐,新疆,43.8256,87.6168,city_representative,
E20120421_ALTAY,E20120421_XJ_COLDWAVE,阿勒泰,新疆,47.8486,88.1396,city_representative,
E20120330_URUMQI,E20120330_XJ_WIND,乌鲁木齐,新疆,43.8256,87.6168,city_representative,
E20120330_DABANCHENG,E20120330_XJ_WIND,达坂城,新疆,43.3599,88.3099,city_representative,
E20120320_HAMI,E20120320_SANDSTORM,哈密,新疆,42.8193,93.5151,city_representative,
E20120320_HOTAN,E20120320_SANDSTORM,和田,新疆,37.1121,79.9225,city_representative,
E20120320_DUNHUANG,E20120320_SANDSTORM,敦煌,甘肃,40.1421,94.6618,city_representative,
E20120320_GOLMUD,E20120320_SANDSTORM,格尔木,青海,36.4074,94.9281,city_representative,
E20091230_ALTAY_CITY,E20091230_ALTAY_SNOW,阿勒泰,新疆,47.8486,88.1396,city_representative,
E20091230_BURQIN,E20091230_ALTAY_SNOW,布尔津,新疆,47.7045,86.8750,city_representative,
E20091230_FUYUN,E20091230_ALTAY_SNOW,富蕴,新疆,46.9944,89.5255,city_representative,
E200801_CHONGQING,E200801_SC_CQ_ICE,重庆,重庆,29.5630,106.5516,city_representative,
E200801_DAZHOU,E200801_SC_CQ_ICE,达州,四川,31.2095,107.4680,city_representative,
E200801_GUANGAN,E200801_SC_CQ_ICE,广安,四川,30.4564,106.6332,city_representative,
E200801_CHENGDU,E200801_SC_CQ_ICE,成都,四川,30.5728,104.0668,city_representative,
