location_id,event_id,name,province,latitude,longitude,location_type,altitude_m
E20130105_CE_STAGNATION_E58C97E4BA,E20130105_CE_STAGNATION,北京,北京,39.9042,116.4074,city_representative,
E20130105_CE_STAGNATION_E59088E882,E20130105_CE_STAGNATION,合肥,安徽,31.8206,117.2272,city_representative,
E20130105_CE_STAGNATION_E79FB3E5AE,E20130105_CE_STAGNATION,石家庄,河北,38.0428,114.5149,city_representative,
E20130105_CE_STAGNATION_E98391E5B7,E20130105_CE_STAGNATION,郑州,河南,34.7466,113.6254,city_representative,
E201307_SOUTH_HEAT_E58D97E698,E201307_SOUTH_HEAT,南昌,江西,28.6820,115.8582,city_representative,
E201307_SOUTH_HEAT_E69DADE5B7,E201307_SOUTH_HEAT,杭州,浙江,30.2741,120.1551,city_representative,
E201307_SOUTH_HEAT_E7A68FE5B7,E201307_SOUTH_HEAT,福州,福建,26.0745,119.2965,city_representative,
E201307_SOUTH_HEAT_E9878DE5BA,E201307_SOUTH_HEAT,重庆,重庆,29.5630,106.5516,city_representative,
E201307_SOUTH_HEAT_E995BFE6B2,E201307_SOUTH_HEAT,长沙,湖南,28.2282,112.9388,city_representative,
E20131201_EAST_STAGNATION_E4B88AE6B5,E20131201_EAST_STAGNATION,上海,上海,31.2304,121.4737,city_representative,
E20131201_EAST_STAGNATION_E58C97E4BA,E20131201_EAST_STAGNATION,北京,北京,39.9042,116.4074,city_representative,
E20131201_EAST_STAGNATION_E58D97E4BA,E20131201_EAST_STAGNATION,南京,江苏,32.0603,118.7969,city_representative,
E20131201_EAST_STAGNATION_E59088E882,E20131201_EAST_STAGNATION,合肥,安徽,31.8206,117.2272,city_representative,
E20131201_EAST_STAGNATION_E98391E5B7,E20131201_EAST_STAGNATION,郑州,河南,34.7466,113.6254,city_representative,
E201506_HAMI,E201506_XJ_HEAT,哈密,新疆,42.8193,93.5151,city_representative,
E201506_HOTAN,E201506_XJ_HEAT,和田,新疆,37.1121,79.9225,city_representative,
E201506_TURPAN,E201506_XJ_HEAT,吐鲁番,新疆,42.9513,89.1895,city_representative,
E20160121_CHENGDU,E20160121_COLDWAVE,成都,四川,30.5728,104.0668,city_representative,
E20160121_CHONGQING,E20160121_COLDWAVE,重庆,重庆,29.5630,106.5516,city_representative,
E20160121_LANZHOU,E20160121_COLDWAVE,兰州,甘肃,36.0611,103.8343,city_representative,
E20160121_NATIONAL_COLDWAVE_E58C97E4BA,E20160121_NATIONAL_COLDWAVE,北京,北京,39.9042,116.4074,city_representative,
E20160121_NATIONAL_COLDWAVE_E5B9BFE5B7,E20160121_NATIONAL_COLDWAVE,广州,广东,23.1291,113.2644,city_representative,
E20160121_NATIONAL_COLDWAVE_E6ADA6E6B1,E20160121_NATIONAL_COLDWAVE,武汉,湖北,30.5928,114.3055,city_representative,
E20160121_NATIONAL_COLDWAVE_E98391E5B7,E20160121_NATIONAL_COLDWAVE,郑州,河南,34.7466,113.6254,city_representative,
E20160121_NATIONAL_COLDWAVE_E995BFE6B2,E20160121_NATIONAL_COLDWAVE,长沙,湖南,28.2282,112.9388,city_representative,
E20160510_NORTH_SANDSTORM_E58C97E4BA,E20160510_NORTH_SANDSTORM,北京,北京,39.9042,116.4074,city_representative,
E20160510_NORTH_SANDSTORM_E591BCE592,E20160510_NORTH_SANDSTORM,呼和浩特,内蒙古,40.8426,111.7492,city_representative,
E20160510_NORTH_SANDSTORM_E59388E5B0,E20160510_NORTH_SANDSTORM,哈尔滨,黑龙江,45.8038,126.5349,city_representative,
E20160510_NORTH_SANDSTORM_E995BFE698,E20160510_NORTH_SANDSTORM,长春,吉林,43.8171,125.3235,city_representative,
E20170517_NORTH_HEAT_E58C97E4BA,E20170517_NORTH_HEAT,北京,北京,39.9042,116.4074,city_representative,
E20170517_NORTH_HEAT_E5A4A9E6B4,E20170517_NORTH_HEAT,天津,天津,39.3434,117.3616,city_representative,
E20170517_NORTH_HEAT_E79FB3E5AE,E20170517_NORTH_HEAT,石家庄,河北,38.0428,114.5149,city_representative,
E20170517_NORTH_HEAT_E98391E5B7,E20170517_NORTH_HEAT,郑州,河南,34.7466,113.6254,city_representative,
E201706_ALXA,E201706_HEAT,阿拉善左旗,内蒙古,38.8330,105.6660,city_representative,
E201706_HAMI,E201706_HEAT,哈密,新疆,42.8193,93.5151,city_representative,
E201706_KANGDING,E201706_HEAT,康定,四川,30.0495,101.9625,city_representative,
E201706_TURPAN,E201706_HEAT,吐鲁番,新疆,42.9513,89.1895,city_representative,
E20180124_CE_SNOW_E58D97E4BA,E20180124_CE_SNOW,南京,江苏,32.0603,118.7969,city_representative,
E20180124_CE_SNOW_E59088E882,E20180124_CE_SNOW,合肥,安徽,31.8206,117.2272,city_representative,
E20180124_CE_SNOW_E69DADE5B7,E20180124_CE_SNOW,杭州,浙江,30.2741,120.1551,city_representative,
E20180124_CE_SNOW_E6ADA6E6B1,E20180124_CE_SNOW,武汉,湖北,30.5928,114.3055,city_representative,
E20180124_CE_SNOW_E98391E5B7,E20180124_CE_SNOW,郑州,河南,34.7466,113.6254,city_representative,
E20180401_ALXA,E20180401_SANDSTORM,阿拉善左旗,内蒙古,38.8330,105.6660,city_representative,
E20180401_HOTAN,E20180401_SANDSTORM,和田,新疆,37.1121,79.9225,city_representative,
E20180401_JIUQUAN,E20180401_SANDSTORM,酒泉,甘肃,39.7328,98.4944,city_representative,
E20180403_LANZHOU,E20180403_COLDWAVE,兰州,甘肃,36.0611,103.8343,city_representative,
E20180403_YINCHUAN,E20180403_COLDWAVE,银川,宁夏,38.4872,106.2309,city_representative,
E20180403_YULIN,E20180403_COLDWAVE,榆林,陕西,38.2852,109.7346,city_representative,
E201807_NE_HEAT_E59388E5B0,E201807_NE_HEAT,哈尔滨,黑龙江,45.8038,126.5349,city_representative,
E201807_NE_HEAT_E6B288E998,E201807_NE_HEAT,沈阳,辽宁,41.8057,123.4315,city_representative,
E201807_NE_HEAT_E995BFE698,E201807_NE_HEAT,长春,吉林,43.8171,125.3235,city_representative,
E20190728_SHAANXI_WINDHAIL_E5A4AAE58E,E20190728_SHAANXI_WINDHAIL,太原,山西,37.8706,112.5489,city_representative,
E20190728_SHAANXI_WINDHAIL_E6B49BE998,E20190728_SHAANXI_WINDHAIL,洛阳,河南,34.6197,112.4540,city_representative,
E20190728_SHAANXI_WINDHAIL_E8A5BFE5AE,E20190728_SHAANXI_WINDHAIL,西安,陕西,34.3416,108.9398,city_representative,
E20190728_SHAANXI_WINDHAIL_E98391E5B7,E20190728_SHAANXI_WINDHAIL,郑州,河南,34.7466,113.6254,city_representative,
E202001_TURPAN,E202001_XJ_SNOW,吐鲁番,新疆,42.9513,89.1895,city_representative,
E202001_URUMQI,E202001_XJ_SNOW,乌鲁木齐,新疆,43.8256,87.6168,city_representative,
E202006_HAMI,E202006_XJ_HEAT_WIND,哈密,新疆,42.8193,93.5151,city_representative,
E202006_HOTAN,E202006_XJ_HEAT_WIND,和田,新疆,37.1121,79.9225,city_representative,
E202006_TURPAN,E202006_XJ_HEAT_WIND,吐鲁番,新疆,42.9513,89.1895,city_representative,
E202012_NORTH_STAGNATION_E58C97E4BA,E202012_NORTH_STAGNATION,北京,北京,39.9042,116.4074,city_representative,
E202012_NORTH_STAGNATION_E6B58EE58D,E202012_NORTH_STAGNATION,济南,山东,36.6512,117.1201,city_representative,
E202012_NORTH_STAGNATION_E79FB3E5AE,E202012_NORTH_STAGNATION,石家庄,河北,38.0428,114.5149,city_representative,
E202012_NORTH_STAGNATION_E98391E5B7,E202012_NORTH_STAGNATION,郑州,河南,34.7466,113.6254,city_representative,
E20210313_ALXA,E20210313_SANDSTORM,阿拉善左旗,内蒙古,38.8330,105.6660,city_representative,
E20210313_HAMI,E20210313_SANDSTORM,哈密,新疆,42.8193,93.5151,city_representative,
E20210313_HOTAN,E20210313_SANDSTORM,和田,新疆,37.1121,79.9225,city_representative,
E20210313_JIUQUAN,E20210313_SANDSTORM,酒泉,甘肃,39.7328,98.4944,city_representative,
E20210313_XINING,E20210313_SANDSTORM,西宁,青海,36.6171,101.7782,city_representative,
E202106_GBA_HEAT_E5B9BFE5B7,E202106_GBA_HEAT,广州,广东,23.1291,113.2644,city_representative,
E202106_GBA_HEAT_E6B7B1E59C,E202106_GBA_HEAT,深圳,广东,22.5431,114.0579,city_representative,
E202106_GBA_HEAT_E99FB6E585,E202106_GBA_HEAT,韶关,广东,24.8104,113.5975,city_representative,
E202107_INFA_WIND_E4B88AE6B5,E202107_INFA_WIND,上海,上海,31.2304,121.4737,city_representative,
E202107_INFA_WIND_E58D97E4BA,E202107_INFA_WIND,南京,江苏,32.0603,118.7969,city_representative,
E202107_INFA_WIND_E59088E882,E202107_INFA_WIND,合肥,安徽,31.8206,117.2272,city_representative,
E202107_INFA_WIND_E5AE81E6B3,E202107_INFA_WIND,宁波,浙江,29.8683,121.5440,city_representative,
E202107_INFA_WIND_E69DADE5B7,E202107_INFA_WIND,杭州,浙江,30.2741,120.1551,city_representative,
E20211104_ALXA,E20211104_COLDWAVE,阿拉善左旗,内蒙古,38.8330,105.6660,city_representative,
E20211104_LANZHOU,E20211104_COLDWAVE,兰州,甘肃,36.0611,103.8343,city_representative,
E20211104_URUMQI,E20211104_COLDWAVE,乌鲁木齐,新疆,43.8256,87.6168,city_representative,
E202201_SC_SNOWICE_E58D97E698,E202201_SC_SNOWICE,南昌,江西,28.6820,115.8582,city_representative,
E202201_SC_SNOWICE_E59088E882,E202201_SC_SNOWICE,合肥,安徽,31.8206,117.2272,city_representative,
E202201_SC_SNOWICE_E6ADA6E6B1,E202201_SC_SNOWICE,武汉,湖北,30.5928,114.3055,city_representative,
E202201_SC_SNOWICE_E8B4B5E998,E202201_SC_SNOWICE,贵阳,贵州,26.6470,106.6302,city_representative,
E202201_SC_SNOWICE_E995BFE6B2,E202201_SC_SNOWICE,长沙,湖南,28.2282,112.9388,city_representative,
E20220613_CHENGDU,E20220613_CQSC_HEAT,成都,四川,30.5728,104.0668,city_representative,
E20220613_CHONGQING,E20220613_CQSC_HEAT,重庆,重庆,29.5630,106.5516,city_representative,
E20220613_DAZHOU,E20220613_CQSC_HEAT,达州,四川,31.2095,107.4680,city_representative,
E20220613_LUZHOU,E20220613_CQSC_HEAT,泸州,四川,28.8718,105.4426,city_representative,
E20220813_BEIBEI,E20220813_CQSC_HEAT,重庆北碚,重庆,29.8056,106.3956,city_representative,
E20220813_CHONGQING,E20220813_CQSC_HEAT,重庆,重庆,29.5630,106.5516,city_representative,
E20220813_LUZHOU,E20220813_CQSC_HEAT,泸州,四川,28.8718,105.4426,city_representative,
E20221105_CHENGDU,E20221105_CHENGDU_STAGNATION,成都,四川,30.5728,104.0668,city_representative,
E20221126_CHONGQING,E20221126_COLDWAVE,重庆,重庆,29.5630,106.5516,city_representative,
E20221126_LANZHOU,E20221126_COLDWAVE,兰州,甘肃,36.0611,103.8343,city_representative,
E20221126_URUMQI,E20221126_COLDWAVE,乌鲁木齐,新疆,43.8256,87.6168,city_representative,
E20221126_XINING,E20221126_COLDWAVE,西宁,青海,36.6171,101.7782,city_representative,
E20230319_ALXA,E20230319_SANDSTORM,阿拉善左旗,内蒙古,38.8330,105.6660,city_representative,
E20230319_HOTAN,E20230319_SANDSTORM,和田,新疆,37.1121,79.9225,city_representative,
E20230319_JIUQUAN,E20230319_SANDSTORM,酒泉,甘肃,39.7328,98.4944,city_representative,
E20230319_YULIN,E20230319_SANDSTORM,榆林,陕西,38.2852,109.7346,city_representative,
E20230322_NORTH_SANDSTORM_E4B98CE9B2,E20230322_NORTH_SANDSTORM,乌鲁木齐,新疆,43.8256,87.6168,city_representative,
E20230322_NORTH_SANDSTORM_E585B0E5B7,E20230322_NORTH_SANDSTORM,兰州,甘肃,36.0611,103.8343,city_representative,
E20230322_NORTH_SANDSTORM_E58C97E4BA,E20230322_NORTH_SANDSTORM,北京,北京,39.9042,116.4074,city_representative,
E20230322_NORTH_SANDSTORM_E591BCE592,E20230322_NORTH_SANDSTORM,呼和浩特,内蒙古,40.8426,111.7492,city_representative,
E20230322_NORTH_SANDSTORM_E993B6E5B7,E20230322_NORTH_SANDSTORM,银川,宁夏,38.4872,106.2309,city_representative,
E20230418_ALXA,E20230418_SANDSTORM,阿拉善左旗,内蒙古,38.8330,105.6660,city_representative,
E20230418_HAMI,E20230418_SANDSTORM,哈密,新疆,42.8193,93.5151,city_representative,
E20230418_MINQIN,E20230418_SANDSTORM,民勤,甘肃,38.6244,103.0936,city_representative,
E20230418_YINCHUAN,E20230418_SANDSTORM,银川,宁夏,38.4872,106.2309,city_representative,
E202306_HAMI,E202306_XJ_HEAT,哈密,新疆,42.8193,93.5151,city_representative,
E202306_HOTAN,E202306_XJ_HEAT,和田,新疆,37.1121,79.9225,city_representative,
E202306_TURPAN,E202306_XJ_HEAT,吐鲁番,新疆,42.9513,89.1895,city_representative,
E20230801_HAMI,E20230801_XJ_HEAT,哈密,新疆,42.8193,93.5151,city_representative,
E20230801_KORLA,E20230801_XJ_HEAT,库尔勒,新疆,41.7259,86.1746,city_representative,
E20230801_TURPAN,E20230801_XJ_HEAT,吐鲁番,新疆,42.9513,89.1895,city_representative,
E20230919_JS_TORNADO_WIND_E58D97E4BA,E20230919_JS_TORNADO_WIND,南京,江苏,32.0603,118.7969,city_representative,
E20230919_JS_TORNADO_WIND_E5AEBFE8BF,E20230919_JS_TORNADO_WIND,宿迁,江苏,33.9630,118.2755,city_representative,
E20231028_JJJ_STAGNATION_E58C97E4BA,E20231028_JJJ_STAGNATION,北京,北京,39.9042,116.4074,city_representative,
E20231028_JJJ_STAGNATION_E5A4A9E6B4,E20231028_JJJ_STAGNATION,天津,天津,39.3434,117.3616,city_representative,
E20231028_JJJ_STAGNATION_E79FB3E5AE,E20231028_JJJ_STAGNATION,石家庄,河北,38.0428,114.5149,city_representative,
E202402_CE_SNOWICE_E58D97E4BA,E202402_CE_SNOWICE,南京,江苏,32.0603,118.7969,city_representative,
E202402_CE_SNOWICE_E59088E882,E202402_CE_SNOWICE,合肥,安徽,31.8206,117.2272,city_representative,
E202402_CE_SNOWICE_E6ADA6E6B1,E202402_CE_SNOWICE,武汉,湖北,30.5928,114.3055,city_representative,
E202402_CE_SNOWICE_E98391E5B7,E202402_CE_SNOWICE,郑州,河南,34.7466,113.6254,city_representative,
E202402_CE_SNOWICE_E995BFE6B2,E202402_CE_SNOWICE,长沙,湖南,28.2282,112.9388,city_representative,
E202402_ALTAY,E202402_XJ_COLDWAVE,阿勒泰,新疆,47.8486,88.1396,city_representative,
E202402_FUYUN,E202402_XJ_COLDWAVE,富蕴,新疆,46.9944,89.5255,city_representative,
E202402_URUMQI,E202402_XJ_COLDWAVE,乌鲁木齐,新疆,43.8256,87.6168,city_representative,
E20240415_SC_CONVECTIVE_WIND_E5AE9CE5AE,E20240415_SC_CONVECTIVE_WIND,宜宾,四川,28.7513,104.6417,city_representative,
E20240415_SC_CONVECTIVE_WIND_E9878DE5BA,E20240415_SC_CONVECTIVE_WIND,重庆,重庆,29.5630,106.5516,city_representative,
E20240425_GD_CONVECTIVE_WIND_E5B9BFE5B7,E20240425_GD_CONVECTIVE_WIND,广州,广东,23.1291,113.2644,city_representative,
E20240425_GD_CONVECTIVE_WIND_E6B7B1E59C,E20240425_GD_CONVECTIVE_WIND,深圳,广东,22.5431,114.0579,city_representative,
E20240425_GD_CONVECTIVE_WIND_E6B885E8BF,E20240425_GD_CONVECTIVE_WIND,清远,广东,23.6820,113.0560,city_representative,
E20240425_GD_CONVECTIVE_WIND_E99FB6E585,E20240425_GD_CONVECTIVE_WIND,韶关,广东,24.8104,113.5975,city_representative,
E202404_HAMI,E202404_XJ_WIND,哈密,新疆,42.8193,93.5151,city_representative,
E202404_TACHENG,E202404_XJ_WIND,塔城,新疆,46.7453,82.9803,city_representative,
E202404_URUMQI,E202404_XJ_WIND,乌鲁木齐,新疆,43.8256,87.6168,city_representative,
E202406_NATIONAL_HEAT_E58C97E4BA,E202406_NATIONAL_HEAT,北京,北京,39.9042,116.4074,city_representative,
E202406_NATIONAL_HEAT_E5B9BFE5B7,E202406_NATIONAL_HEAT,广州,广东,23.1291,113.2644,city_representative,
E202406_NATIONAL_HEAT_E69DADE5B7,E202406_NATIONAL_HEAT,杭州,浙江,30.2741,120.1551,city_representative,
E202406_NATIONAL_HEAT_E6ADA6E6B1,E202406_NATIONAL_HEAT,武汉,湖北,30.5928,114.3055,city_representative,
E202406_NATIONAL_HEAT_E98391E5B7,E202406_NATIONAL_HEAT,郑州,河南,34.7466,113.6254,city_representative,
E202406_HAMI,E202406_XJ_HEAT,哈密,新疆,42.8193,93.5151,city_representative,
E202406_HOTAN,E202406_XJ_HEAT,和田,新疆,37.1121,79.9225,city_representative,
E202406_TURPAN,E202406_XJ_HEAT,吐鲁番,新疆,42.9513,89.1895,city_representative,
E2024_ALTAY_BURQIN,E2024_ALTAY_SNOW,布尔津,新疆,47.7045,86.8750,city_representative,
E2024_ALTAY_CITY,E2024_ALTAY_SNOW,阿勒泰,新疆,47.8486,88.1396,city_representative,
E2024_ALTAY_FUYUN,E2024_ALTAY_SNOW,富蕴,新疆,46.9944,89.5255,city_representative,
E20250123_KANGDING,E20250123_COLDWAVE,康定,四川,30.0495,101.9625,city_representative,
E20250123_LANZHOU,E20250123_COLDWAVE,兰州,甘肃,36.0611,103.8343,city_representative,
E20250123_URUMQI,E20250123_COLDWAVE,乌鲁木齐,新疆,43.8256,87.6168,city_representative,
E20250123_XINING,E20250123_COLDWAVE,西宁,青海,36.6171,101.7782,city_representative,
E20250410_ALXA,E20250410_SANDSTORM,阿拉善左旗,内蒙古,38.8330,105.6660,city_representative,
E20250410_HAMI,E20250410_SANDSTORM,哈密,新疆,42.8193,93.5151,city_representative,
E20250410_JIUQUAN,E20250410_SANDSTORM,酒泉,甘肃,39.7328,98.4944,city_representative,
E20250410_YINCHUAN,E20250410_SANDSTORM,银川,宁夏,38.4872,106.2309,city_representative,
E20250411_ALXA,E20250411_STRONGWIND,阿拉善左旗,内蒙古,38.8330,105.6660,city_representative,
E20250411_JIUQUAN,E20250411_STRONGWIND,酒泉,甘肃,39.7328,98.4944,city_representative,
E20250411_XINING,E20250411_STRONGWIND,西宁,青海,36.6171,101.7782,city_representative,
E202506_CHONGQING,E202506_HEAT,重庆,重庆,29.5630,106.5516,city_representative,
E202506_LANZHOU,E202506_HEAT,兰州,甘肃,36.0611,103.8343,city_representative,
E202506_TURPAN,E202506_HEAT,吐鲁番,新疆,42.9513,89.1895,city_representative,
E202506_XINING,E202506_HEAT,西宁,青海,36.6171,101.7782,city_representative,
